,type,properties_mag,properties_place,properties_time,properties_updated,properties_tz,properties_url,properties_detail,properties_felt,properties_cdi,properties_mmi,properties_alert,properties_status,properties_tsunami,properties_sig,properties_net,properties_code,properties_ids,properties_sources,properties_types,properties_nst,properties_dmin,properties_rms,properties_gap,properties_magType,properties_type,properties_title,geometry_type,geometry_long,geometry_lat,geometry_focaldepth,id,quake_api_type,quake_metadata_generated,quake_metadata_url,quake_metadata_title,quake_metadata_status,quake_metadata_api,quake_metadata_count,properties_time_new,properties_updated_new,quake_metadata_generated_new
154,Feature,4.6,Fiji region,1672665514623,1672671998040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j1m2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j1m2&format=geojson,,,,,reviewed,0,326,us,7000j1m2,",us7000j1m2,",",us,",",origin,phase-data,",84.0,3.121,0.61,69.0,mb,earthquake,M 4.6 - Fiji region,Point,-178.4606,-20.4878,573.848,us7000j1m2,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.665514623,1970-01-01 00:27:52.671998040,1970-01-01 00:27:52.847148
155,Feature,4.2,"209 km WSW of Adak, Alaska",1672664865908,1672687873684,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j1m1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j1m1&format=geojson,,,1.952,,reviewed,0,271,us,7000j1m1,",ak0233iuxe0,us7000j1m1,",",ak,us,",",origin,phase-data,shakemap,",71.0,0.646,0.63,188.0,mb,earthquake,"M 4.2 - 209 km WSW of Adak, Alaska",Point,-179.5578,51.3752,35.0,us7000j1m1,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.664865908,1970-01-01 00:27:52.687873684,1970-01-01 00:27:52.847148
156,Feature,0.92,"17km ESE of Anza, CA",1672664832070,1672689275099,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40152999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40152999&format=geojson,,,,,reviewed,0,13,ci,40152999,",ci40152999,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.06426,0.19,90.0,ml,earthquake,"M 0.9 - 17km ESE of Anza, CA",Point,-116.5068333,33.4963333,14.92,ci40152999,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.664832070,1970-01-01 00:27:52.689275099,1970-01-01 00:27:52.847148
157,Feature,2.3,"41 km WSW of Nanwalek, Alaska",1672664129757,1672664239619,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233ijqxb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233ijqxb&format=geojson,,,,,automatic,0,81,ak,0233ijqxb,",ak0233ijqxb,",",ak,",",origin,phase-data,",,,0.23,,ml,earthquake,"M 2.3 - 41 km WSW of Nanwalek, Alaska",Point,-152.586,59.2075,87.1,ak0233ijqxb,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.664129757,1970-01-01 00:27:52.664239619,1970-01-01 00:27:52.847148
158,Feature,1.48,"48 km ENE of Adak, Alaska",1672663945150,1672692178720,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741636,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741636&format=geojson,,,,,reviewed,0,34,av,91741636,",av91741636,",",av,",",origin,phase-data,",6.0,,0.17,212.0,ml,earthquake,"M 1.5 - 48 km ENE of Adak, Alaska",Point,-176.012166666667,52.0781666666667,6.19,av91741636,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.663945150,1970-01-01 00:27:52.692178720,1970-01-01 00:27:52.847148
159,Feature,2.4,"16 km ESE of Chickaloon, Alaska",1672663939414,1672692232886,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233ij2z7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233ij2z7&format=geojson,0.0,1.0,,,automatic,0,89,ak,0233ij2z7,",ak0233ij2z7,us7000j1lw,",",ak,us,",",dyfi,origin,phase-data,",,,0.85,,ml,earthquake,"M 2.4 - 16 km ESE of Chickaloon, Alaska",Point,-148.1626,61.7591,0.7,ak0233ij2z7,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.663939414,1970-01-01 00:27:52.692232886,1970-01-01 00:27:52.847148
160,Feature,2.26,"48 km ENE of Adak, Alaska",1672663892520,1672693084140,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741631&format=geojson,,,,,reviewed,0,79,av,91741631,",av91741631,",",av,",",origin,phase-data,",6.0,,0.09,220.0,ml,earthquake,"M 2.3 - 48 km ENE of Adak, Alaska",Point,-176.012333333333,52.0823333333333,5.22,av91741631,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.663892520,1970-01-01 00:27:52.693084140,1970-01-01 00:27:52.847148
161,Feature,2.23,"6 km S of P?hala, Hawaii",1672663644250,1672663975320,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73291847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73291847&format=geojson,,,,,automatic,0,77,hv,73291847,",hv73291847,",",hv,",",origin,phase-data,",24.0,,0.159999996,168.0,ml,earthquake,"M 2.2 - 6 km S of P?hala, Hawaii",Point,-155.473495483398,19.1461658477783,28.7099990844727,hv73291847,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.663644250,1970-01-01 00:27:52.663975320,1970-01-01 00:27:52.847148
162,Feature,0.39,"15 km NNE of Ashford, Washington",1672663514150,1672703081840,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61901216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61901216&format=geojson,,,,,reviewed,0,2,uw,61901216,",uw61901216,",",uw,",",origin,phase-data,",12.0,0.02013,0.11,178.0,ml,earthquake,"M 0.4 - 15 km NNE of Ashford, Washington",Point,-121.963,46.88583333333333,9.34,uw61901216,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.663514150,1970-01-01 00:27:52.703081840,1970-01-01 00:27:52.847148
163,Feature,2.0,"31 km E of Denali National Park, Alaska",1672662359600,1672662480065,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233iddqw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233iddqw&format=geojson,,,,,automatic,0,62,ak,0233iddqw,",ak0233iddqw,",",ak,",",origin,phase-data,",,,0.64,,ml,earthquake,"M 2.0 - 31 km E of Denali National Park, Alaska",Point,-151.0914,63.4932,0.1,ak0233iddqw,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.662359600,1970-01-01 00:27:52.662480065,1970-01-01 00:27:52.847148
164,Feature,1.67,"5km NW of Orcutt, CA",1672662196330,1672662413593,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40152991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40152991&format=geojson,,,,,automatic,0,43,ci,40152991,",ci40152991,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.1317,0.27,147.0,ml,earthquake,"M 1.7 - 5km NW of Orcutt, CA",Point,-120.4831667,34.8936667,0.92,ci40152991,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.662196330,1970-01-01 00:27:52.662413593,1970-01-01 00:27:52.847148
165,Feature,2.13,"4 km WSW of Guánica, Puerto Rico",1672662078150,1672665939000,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71390488,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71390488&format=geojson,,,,,reviewed,0,70,pr,71390488,",pr71390488,",",pr,",",origin,phase-data,",6.0,0.06849,0.31,211.0,md,earthquake,"M 2.1 - 4 km WSW of Guánica, Puerto Rico",Point,-66.947,17.9518333333333,8.98,pr71390488,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.662078150,1970-01-01 00:27:52.665939000,1970-01-01 00:27:52.847148
166,Feature,0.82,"48 km ENE of Adak, Alaska",1672661974390,1672800366510,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741621,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741621&format=geojson,,,,,reviewed,0,10,av,91741621,",av91741621,",",av,",",origin,phase-data,",5.0,,0.23,219.0,ml,earthquake,"M 0.8 - 48 km ENE of Adak, Alaska",Point,-176.014833333333,52.0826666666667,6.82,av91741621,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661974390,1970-01-01 00:27:52.800366510,1970-01-01 00:27:52.847148
167,Feature,0.8,"13 km NE of Fox, Alaska",1672661903993,1672662110139,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233ibsz3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233ibsz3&format=geojson,,,,,automatic,0,10,ak,0233ibsz3,",ak0233ibsz3,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 0.8 - 13 km NE of Fox, Alaska",Point,-147.4243,65.0419,9.3,ak0233ibsz3,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661903993,1970-01-01 00:27:52.662110139,1970-01-01 00:27:52.847148
168,Feature,1.8,"37 km SSE of Denali National Park, Alaska",1672661825750,1672661945205,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233ibjv3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233ibjv3&format=geojson,,,,,automatic,0,50,ak,0233ibjv3,",ak0233ibjv3,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.8 - 37 km SSE of Denali National Park, Alaska",Point,-151.3234,63.2604,0.0,ak0233ibjv3,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661825750,1970-01-01 00:27:52.661945205,1970-01-01 00:27:52.847148
169,Feature,0.41,"49 km ENE of Adak, Alaska",1672661496410,1672815983810,,https://earthquake.usgs.gov/earthquakes/eventpage/av91082613,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91082613&format=geojson,,,,,reviewed,0,3,av,91082613,",av91082613,",",av,",",origin,phase-data,",3.0,,0.08,301.0,ml,earthquake,"M 0.4 - 49 km ENE of Adak, Alaska",Point,-175.981,52.0556666666667,5.25,av91082613,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661496410,1970-01-01 00:27:52.815983810,1970-01-01 00:27:52.847148
170,Feature,0.75,"6km WNW of The Geysers, CA",1672661351330,1672662373395,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73827936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73827936&format=geojson,,,,,automatic,0,9,nc,73827936,",nc73827936,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01111,0.01,75.0,md,earthquake,"M 0.8 - 6km WNW of The Geysers, CA",Point,-122.8176651,38.8023338,3.03,nc73827936,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661351330,1970-01-01 00:27:52.662373395,1970-01-01 00:27:52.847148
171,Feature,1.0,Alaska Peninsula,1672661345554,1672799239330,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233i9u4b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233i9u4b&format=geojson,,,,,automatic,0,15,ak,0233i9u4b,",av91741611,ak0233i9u4b,",",av,ak,",",origin,phase-data,",,,0.71,,ml,earthquake,M 1.0 - Alaska Peninsula,Point,-155.5824,58.1215,27.1,ak0233i9u4b,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661345554,1970-01-01 00:27:52.799239330,1970-01-01 00:27:52.847148
172,Feature,2.52,"0 km S of Fuig, Puerto Rico",1672661135380,1672665114290,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71390493,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71390493&format=geojson,,,,,reviewed,0,98,pr,71390493,",pr71390493,",",pr,",",origin,phase-data,",10.0,0.03604,0.24,167.0,md,earthquake,"M 2.5 - 0 km S of Fuig, Puerto Rico",Point,-66.9166666666667,17.9806666666667,13.85,pr71390493,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661135380,1970-01-01 00:27:52.665114290,1970-01-01 00:27:52.847148
173,Feature,0.43,"48 km ENE of Adak, Alaska",1672661130940,1672799888350,,https://earthquake.usgs.gov/earthquakes/eventpage/av91082608,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91082608&format=geojson,,,,,reviewed,0,3,av,91082608,",av91082608,",",av,",",origin,phase-data,",4.0,,0.16,196.0,ml,earthquake,"M 0.4 - 48 km ENE of Adak, Alaska",Point,-176.006166666667,52.0646666666667,5.1,av91082608,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661130940,1970-01-01 00:27:52.799888350,1970-01-01 00:27:52.847148
174,Feature,0.93,"48 km ENE of Adak, Alaska",1672661113740,1672799762830,,https://earthquake.usgs.gov/earthquakes/eventpage/av91082603,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91082603&format=geojson,,,,,reviewed,0,13,av,91082603,",av91082603,",",av,",",origin,phase-data,",4.0,,0.1,213.0,ml,earthquake,"M 0.9 - 48 km ENE of Adak, Alaska",Point,-176.015333333333,52.0795,5.05,av91082603,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661113740,1970-01-01 00:27:52.799762830,1970-01-01 00:27:52.847148
175,Feature,0.35000000000000003,"23 km ENE of Ashford, Washington",1672661101350,1672702733480,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61901211,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61901211&format=geojson,,,,,reviewed,0,2,uw,61901211,",uw61901211,",",uw,",",origin,phase-data,",10.0,0.01971,0.07,101.0,ml,earthquake,"M 0.4 - 23 km ENE of Ashford, Washington",Point,-121.753,46.857166666666664,2.11,uw61901211,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.661101350,1970-01-01 00:27:52.702733480,1970-01-01 00:27:52.847148
176,Feature,0.77,"48 km ENE of Adak, Alaska",1672660992030,1672799500390,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741596,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741596&format=geojson,,,,,reviewed,0,9,av,91741596,",av91741596,",",av,",",origin,phase-data,",5.0,,0.09,213.0,ml,earthquake,"M 0.8 - 48 km ENE of Adak, Alaska",Point,-176.017666666667,52.081,5.16,av91741596,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.660992030,1970-01-01 00:27:52.799500390,1970-01-01 00:27:52.847148
177,Feature,1.01,"48 km ENE of Adak, Alaska",1672660530410,1672798989240,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741591&format=geojson,,,,,reviewed,0,16,av,91741591,",av91741591,",",av,",",origin,phase-data,",5.0,,0.15,220.0,ml,earthquake,"M 1.0 - 48 km ENE of Adak, Alaska",Point,-176.025,52.086,5.29,av91741591,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.660530410,1970-01-01 00:27:52.798989240,1970-01-01 00:27:52.847148
178,Feature,0.14,"9 km W of Entiat, Washington",1672660298710,1672704653190,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61901206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61901206&format=geojson,,,,,reviewed,0,0,uw,61901206,",uw61901206,",",uw,",",origin,phase-data,",7.0,0.0772,0.07,119.0,ml,earthquake,"M 0.1 - 9 km W of Entiat, Washington",Point,-120.333,47.6925,1.65,uw61901206,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.660298710,1970-01-01 00:27:52.704653190,1970-01-01 00:27:52.847148
179,Feature,2.75999999,"Island of Hawaii, Hawaii",1672660268590,1672660460120,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73291812,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73291812&format=geojson,,,,,automatic,0,117,hv,73291812,",hv73291812,",",hv,",",origin,phase-data,",35.0,,0.129999995,180.0,md,earthquake,"M 2.8 - Island of Hawaii, Hawaii",Point,-155.352340698242,19.1606674194336,29.5499992370605,hv73291812,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.660268590,1970-01-01 00:27:52.660460120,1970-01-01 00:27:52.847148
180,Feature,0.91,"13km SE of Bodfish, CA",1672660066370,1672689325526,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40152983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40152983&format=geojson,,,,,reviewed,0,13,ci,40152983,",ci40152983,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.1711,0.08,64.0,ml,earthquake,"M 0.9 - 13km SE of Bodfish, CA",Point,-118.3836667,35.508,10.34,ci40152983,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.660066370,1970-01-01 00:27:52.689325526,1970-01-01 00:27:52.847148
181,Feature,1.39,"2km NW of The Geysers, CA",1672659337540,1672662793437,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73827931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73827931&format=geojson,,,,,automatic,0,30,nc,73827931,",nc73827931,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",29.0,,0.03,80.0,md,earthquake,"M 1.4 - 2km NW of The Geysers, CA",Point,-122.7693329,38.7876663,1.61,nc73827931,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.659337540,1970-01-01 00:27:52.662793437,1970-01-01 00:27:52.847148
182,Feature,1.48,"6km SSE of Bodfish, CA",1672659188270,1672689328867,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40152975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40152975&format=geojson,,,,,reviewed,0,34,ci,40152975,",ci40152975,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",21.0,0.1852,0.14,37.0,ml,earthquake,"M 1.5 - 6km SSE of Bodfish, CA",Point,-118.4748333,35.539,8.06,ci40152975,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.659188270,1970-01-01 00:27:52.689328867,1970-01-01 00:27:52.847148
183,Feature,1.71,Puerto Rico region,1672659155170,1672660560800,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71390478,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71390478&format=geojson,,,,,reviewed,0,45,pr,71390478,",pr71390478,",",pr,",",origin,phase-data,",6.0,0.02531,0.11,170.0,md,earthquake,M 1.7 - Puerto Rico region,Point,-67.0181666666667,17.9745,10.3,pr71390478,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.659155170,1970-01-01 00:27:52.660560800,1970-01-01 00:27:52.847148
184,Feature,0.9,"11km SSE of Lucerne Valley, CA",1672658888970,1672659098373,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40152967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40152967&format=geojson,,,,,automatic,0,12,ci,40152967,",ci40152967,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.07775,0.2,104.0,ml,earthquake,"M 0.9 - 11km SSE of Lucerne Valley, CA",Point,-116.9213333,34.3515,2.46,ci40152967,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.658888970,1970-01-01 00:27:52.659098373,1970-01-01 00:27:52.847148
185,Feature,4.4,,1672658649382,1672659773040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j1li,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j1li&format=geojson,,,,,reviewed,0,298,us,7000j1li,",us7000j1li,",",us,",",origin,phase-data,",40.0,0.419,0.55,120.0,mb,earthquake,M 4.4 - ,Point,-68.242,-31.3641,105.457,us7000j1li,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.658649382,1970-01-01 00:27:52.659773040,1970-01-01 00:27:52.847148
186,Feature,2.85,Puerto Rico region,1672658644950,1672660138740,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71390453,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71390453&format=geojson,,,,,reviewed,0,125,pr,71390453,",pr71390453,",",pr,",",origin,phase-data,",14.0,0.0385,0.19,200.0,md,earthquake,M 2.9 - Puerto Rico region,Point,-67.0046666666667,17.9613333333333,8.09,pr71390453,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.658644950,1970-01-01 00:27:52.660138740,1970-01-01 00:27:52.847148
187,Feature,2.1,"10 km NE of Susitna, Alaska",1672658585738,1672658707022,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233hrejx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233hrejx&format=geojson,,,,,automatic,0,68,ak,0233hrejx,",ak0233hrejx,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 2.1 - 10 km NE of Susitna, Alaska",Point,-150.3801,61.615,35.8,ak0233hrejx,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.658585738,1970-01-01 00:27:52.658707022,1970-01-01 00:27:52.847148
188,Feature,1.26,"Andreanof Islands, Aleutian Islands, Alaska",1672658402240,1672798727740,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741581&format=geojson,,,,,reviewed,0,24,av,91741581,",av91741581,",",av,",",origin,phase-data,",5.0,,0.16,213.0,ml,earthquake,"M 1.3 - Andreanof Islands, Aleutian Islands, Alaska",Point,-176.012166666667,52.0785,6.23,av91741581,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.658402240,1970-01-01 00:27:52.798727740,1970-01-01 00:27:52.847148
189,Feature,1.21,"19 km ENE of Hebgen Lake Estates, Montana",1672658320930,1672774377820,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60528982,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60528982&format=geojson,,,,,reviewed,0,23,uu,60528982,",uu60528982,",",uu,",",origin,phase-data,",10.0,0.06234,0.1,148.0,ml,earthquake,"M 1.2 - 19 km ENE of Hebgen Lake Estates, Montana",Point,-110.9571667,44.811,8.52,uu60528982,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.658320930,1970-01-01 00:27:52.774377820,1970-01-01 00:27:52.847148
